,WellName,unique_core_descriptions.csv,unique_core_photos.csv,unique_discovery.csv,unique_GEOLINK.csv,unique_Norwegian_shows_v2.csv,unique_public_core_images_excel_recording.csv,unique_RealLogs_Por_Perm.csv,unique_RealLogs_completion.csv,unique_stratigraphic_picks.csv,Occurances
1502,15_9_8,0,0,0,1,1,0,0,0,1,6
1503,6507_3_12,0,0,1,0,0,0,0,0,0,2
1504,17_9_1,0,0,0,0,0,0,0,0,1,2
1505,34_10_31,0,0,0,0,0,0,0,0,1,2
1506,7_12_13,0,0,0,0,0,0,0,0,1,2
1507,31_7_1,0,0,1,0,0,0,1,0,0,4
1508,34_8_8,0,0,0,0,0,0,0,0,1,2
1509,34_11_1,0,0,1,1,1,0,1,0,1,10
1510,25_4_2,0,0,1,0,1,0,0,0,1,6
1511,7120_12_1,0,0,0,0,0,0,1,0,0,2
1512,17_11_1,0,0,0,1,0,0,0,0,1,4
1513,6507_3_8,0,0,1,0,0,0,1,0,0,4
1514,6306_5_1,0,0,0,0,1,0,1,0,0,4
1515,6204_11_1,0,0,0,0,0,0,1,0,1,4
1516,6407_7_9,0,0,1,0,0,0,1,0,0,4
1517,2_6_2,0,0,0,0,1,0,1,0,0,4
1518,34_11_9,0,0,0,1,0,0,0,0,0,2
1519,30_3_A19,0,0,0,0,0,0,1,0,0,2
1520,6407_6_5,0,0,0,0,0,0,1,0,0,2
1521,34_10_33B,0,0,0,0,0,0,1,0,0,2
1522,30_9_B20,0,0,0,0,0,0,1,0,0,2
1523,6704_12_1,0,0,0,0,0,0,1,0,0,2
1524,6506_12_R_1_H,0,0,0,0,0,0,1,0,0,2
1525,34_7_30,0,0,0,0,0,0,1,0,1,4
1526,33_9_A17,0,0,0,0,0,0,1,0,0,2
1527,7121_7_1,0,0,0,0,0,0,1,0,0,2
1528,7120_01_02,0,0,1,0,0,0,0,0,0,2
1529,36_1_2,0,0,0,0,0,0,1,0,1,4
1530,25_3_1,0,0,0,1,1,0,1,0,1,8
1531,6607_5_1,0,0,0,0,1,0,1,0,0,4
1532,34_7_I_2_H,0,0,0,0,0,0,1,0,0,2
1533,30_9_B_24,0,0,0,0,0,0,1,0,0,2
1534,31_4_2,0,0,0,1,0,0,0,0,1,4
1535,15_9_4,0,0,0,1,1,0,0,0,1,6
1536,6507_7_A_9,0,0,0,0,0,0,1,0,0,2
1537,34_10_B_21,0,0,0,0,0,0,1,0,0,2
1538,6406_9_1,0,0,1,0,0,0,1,0,0,4
1539,6406_6_6,0,0,1,0,0,0,0,0,0,2
1540,25_4_1,0,0,1,1,0,0,0,0,1,6
1541,30_9_26,0,0,0,0,0,0,0,0,1,2
1542,6305_7_D_7,0,0,0,0,0,0,1,0,0,2
1543,2_4_6,0,0,1,0,0,0,1,0,0,4
1544,2_7_3,0,0,0,0,1,0,1,0,0,4
1545,6205_3_1,0,0,0,0,0,0,1,0,1,4
1546,34_10_A_29,0,0,0,0,0,0,1,0,0,2
1547,7_8_2,0,0,0,0,0,0,0,0,1,2
1548,6406_12_3_B,0,0,0,0,0,0,1,0,0,2
1549,34_6_1,0,0,0,1,0,0,0,0,1,4
1550,33_9_F_2H,0,0,0,0,0,0,1,0,0,2
1551,31_6_A_11,0,0,0,0,0,0,1,0,0,2
1552,6706_11_2,0,0,1,0,0,0,1,0,0,4
1553,30_5_1,0,0,0,0,0,0,0,0,1,2
1554,35_8_3,0,0,1,1,0,0,1,0,1,8
1555,34_7_33,0,0,0,0,0,0,1,0,1,4
1556,2_5_1,0,0,1,0,0,0,1,0,0,4
1557,30_6_C_5,0,0,0,0,0,0,1,0,0,2
1558,25_12_1,0,0,0,0,0,0,0,0,1,2
1559,6407_1_B_3,0,0,0,0,0,0,1,0,0,2
1560,16_7_8,0,0,0,1,0,0,1,0,1,6
1561,6507_3_10,0,0,1,0,0,0,1,0,0,4
1562,30_6_C04,0,0,0,0,0,0,1,0,0,2
1563,6406_12_1S,0,0,0,0,0,0,1,0,0,2
1564,16_4_7,0,0,0,0,0,0,0,0,1,2
1565,6507_7_2,0,0,1,0,1,0,1,0,0,6
1566,33_9_18A,0,0,0,0,0,0,1,0,0,2
1567,6407_9_2,1,1,0,0,1,1,1,1,0,12
1568,34_10_B10A,0,0,0,0,0,0,1,0,0,2
1569,34_10_C_26,0,0,0,0,0,0,1,0,0,2
1570,25_2_16,0,0,0,0,0,0,0,0,1,2
1571,6406_2_9,0,0,1,0,0,0,0,0,0,2
1572,34_7_A_3_H,0,0,0,0,0,0,1,0,0,2
1573,6407_1_2,0,1,1,0,1,1,1,1,0,12
1574,16_1_18,0,0,0,0,0,0,1,0,1,4
1575,35_12_4,0,0,0,1,0,0,1,0,0,4
1576,6608_10_3,0,0,0,0,1,0,0,0,0,2
1577,34_10_C_12,0,0,0,0,0,0,1,0,0,2
1578,25_2_11,0,0,0,0,0,0,0,0,1,2
1579,30_3_A_24,0,0,0,0,0,0,1,0,0,2
1580,30_9_F_18,0,0,0,0,0,0,1,0,0,2
1581,34_6_3,0,0,1,0,0,0,1,0,1,6
1582,6507_7_A_28,0,0,0,0,0,0,1,0,0,2
1583,34_7_7,0,0,0,0,0,0,1,0,1,4
1584,31_2_21,0,0,0,1,0,0,0,0,1,4
1585,7130_4_1,0,0,1,0,0,0,1,0,0,4
1586,34_10_K_2,0,0,1,0,0,0,0,0,0,2
1587,34_7_C_2_H,0,0,0,0,0,0,1,0,0,2
1588,25_5_7,0,0,1,0,0,0,1,0,1,6
1589,31_5_5,0,0,0,1,0,0,0,0,1,4
1590,34_10_C_32,0,0,0,0,0,0,1,0,0,2
1591,30_6_15,0,0,1,0,0,0,1,0,1,6
1592,35_6_2,0,0,0,1,0,0,0,0,1,4
1593,34_8_14A,0,0,0,0,0,0,1,0,0,2
1594,35_6_1,0,0,0,0,0,0,0,0,1,2
1595,25_11_21,0,0,0,0,0,0,0,0,1,2
1596,34_7_34,0,0,1,0,0,0,1,0,1,6
1597,30_5_3,0,0,1,0,0,0,1,0,1,6
1598,3_5_2,0,0,0,0,1,0,0,0,0,2
1599,6201_11_3,0,0,1,0,0,0,1,0,1,6
1600,33_9_C6,0,0,0,0,0,0,1,0,0,2
1601,31_4_12,0,0,0,0,0,0,0,0,1,2
1602,30_7_2,0,0,1,0,0,0,0,0,1,4
1603,15_3_8,0,0,0,0,0,0,1,0,1,4
1604,7222_1_1,0,0,0,0,0,0,1,0,0,2
1605,34_8_9S,0,0,0,0,0,0,1,0,0,2
1606,6608_11_3,0,0,0,0,0,0,1,0,0,2
1607,15_9_E_4_H,0,0,0,0,0,0,1,0,0,2
1608,6506_12_7,1,1,0,0,1,1,0,1,0,10
1609,34_8_17,0,0,1,0,0,0,0,0,1,4
1610,30_11_1,0,0,0,0,0,0,0,0,1,2
1611,34_3_5,0,0,0,0,0,0,0,0,1,2
1612,34_10_13,0,0,0,0,0,0,1,0,1,4
1613,7_11_8,0,0,0,0,0,0,1,0,1,4
1614,15_6_8S,0,0,0,0,0,0,1,0,0,2
1615,31_4_A_03,0,0,0,0,0,0,1,0,0,2
1616,6406_03_09,0,0,1,0,0,0,0,0,0,2
1617,33_2_1,0,0,0,0,0,0,0,0,1,2
1618,6406_2_S_3_HT3,0,0,0,0,0,0,1,0,0,2
1619,6506_3_1,0,0,0,0,0,0,1,0,0,2
1620,25_6_1,0,0,1,1,1,0,1,0,1,10
1621,6406_3_6,0,0,0,0,0,0,1,0,0,2
1622,6506_11_A_4,0,0,0,0,0,0,1,0,0,2
1623,16_5_3,0,0,0,1,0,0,1,0,1,6
1624,1_9_3,0,0,0,0,1,0,1,0,0,4
1625,15_12_9_S,0,0,0,0,0,0,1,0,0,2
1626,25_11_20,0,0,0,0,1,0,0,0,1,4
1627,6608_10_15,0,0,1,0,0,0,0,0,0,2
1628,31_4_11,0,0,1,0,0,0,1,0,1,6
1629,6608_10_1,0,0,0,0,1,0,0,0,0,2
1630,31_6_A_8,0,0,0,0,0,0,1,0,0,2
1631,25_1_7,0,0,0,0,0,0,0,0,1,2
1632,25_8_7,0,0,0,1,1,0,1,0,1,8
1633,7_11_10_S,0,0,0,0,0,0,1,0,0,2
1634,15_9_1,0,0,0,0,1,0,0,0,1,4
1635,7_12_A_13A,0,0,0,0,0,0,1,0,0,2
1636,30_9_20,0,0,1,0,0,0,1,0,1,6
1637,16_1_17,0,0,0,0,0,0,1,0,1,4
1638,16_2_18,0,0,0,0,0,0,1,0,1,4
1639,3_7_4,0,0,1,0,0,0,1,0,0,4
1640,24_12_4,0,0,0,0,0,0,0,0,1,2
1641,15_9_A_15,0,0,0,0,0,0,1,0,0,2
1642,6603_12_1,0,0,1,0,0,0,1,0,0,4
1643,35_9_6,0,0,1,1,0,0,1,0,1,8
1644,6508_01_02,0,0,1,0,0,0,0,0,0,2
1645,34_8_10_S,0,0,0,0,0,0,1,0,0,2
1646,7220_5_2,0,0,1,0,0,0,1,0,0,4
1647,6608_10_14,0,0,1,0,0,0,1,0,0,4
1648,2_7_21_S,0,0,0,0,0,0,1,0,0,2
1649,6507_11_5S,0,0,0,0,0,0,1,0,0,2
1650,31_4_5,0,0,0,1,0,0,0,0,1,4
1651,34_8_9,0,0,0,0,0,0,0,0,1,2
1652,34_8_1,0,0,1,1,0,0,1,0,1,8
1653,6604_5_1,0,0,1,0,0,0,0,0,0,2
1654,6305_8_1,0,0,0,0,0,0,1,0,0,2
1655,30_6_C_27H,0,0,0,0,0,0,1,0,0,2
1656,25_05_5,0,0,0,0,1,0,0,0,0,2
1657,35_9_8,0,0,0,1,0,0,1,0,1,6
1658,30_6_27,0,0,1,0,0,0,1,0,1,6
1659,31_2_8,0,0,0,1,0,0,1,0,1,6
1660,16_3_6,0,0,0,0,0,0,1,0,1,4
1661,6507_11_1,1,1,1,0,0,1,1,0,0,10
1662,34_10_M_1H,0,0,0,0,0,0,1,0,0,2
1663,34_10_21,0,0,0,1,0,0,1,0,1,6
1664,7218_8_1,0,0,0,0,0,0,1,0,0,2
1665,15_12_17,0,0,0,0,0,0,0,0,1,2
1666,31_6_1,0,0,1,1,0,0,0,0,1,6
1667,8_12_1,0,0,0,0,0,0,0,0,1,2
1668,15_12_12,0,0,1,0,0,0,1,0,1,6
1669,31_4_A_17,0,0,0,0,0,0,1,0,0,2
1670,30_9_B_40,0,0,0,0,0,0,1,0,0,2
1671,7228_7_1ST3,0,0,0,0,0,0,1,0,0,2
1672,15_5_5,0,0,1,0,0,0,1,0,1,6
1673,33_6_1,0,0,0,1,0,0,1,0,1,6
1674,15_9_A22,0,0,0,0,0,0,1,0,0,2
1675,25_5_A_7,0,0,0,0,0,0,1,0,0,2
1676,8_10_6,0,0,0,0,0,0,1,0,1,4
1677,16_2_20,0,0,0,0,0,0,1,0,1,4
1678,34_10_49,0,0,1,0,0,0,0,0,1,4
1679,34_7_A_5_H,0,0,0,0,0,0,1,0,0,2
1680,30_9_K_12_H,0,0,0,0,0,0,1,0,0,2
1681,25_9_3,0,0,0,0,0,0,0,0,1,2
1682,16_4_5,0,0,0,0,0,0,1,0,1,4
1683,30_3_A_20,0,0,0,0,0,0,1,0,0,2
1684,30_3_A6_A_,0,0,0,0,0,0,1,0,0,2
1685,2_1_15,0,0,0,0,0,0,1,0,0,2
1686,25_1_6,0,0,0,0,0,0,0,0,1,2
1687,2007_07_11,0,0,1,0,0,0,0,0,0,2
1688,6710_10_1,0,0,0,0,0,0,1,0,0,2
1689,30_3_A_4,0,0,0,0,0,0,1,0,0,2
1690,34_7_12,0,0,1,1,0,0,1,0,1,8
1691,6608_10_17,0,0,1,0,0,0,0,0,0,2
1692,35_11_6,0,0,0,1,0,0,1,0,1,6
1693,24_12_3,0,0,1,0,0,0,0,0,1,4
1694,16_1_8,0,0,1,0,0,0,1,0,1,6
1695,7122_7_2,0,0,0,0,0,0,1,0,0,2
1696,7120_12_3,0,0,1,0,0,0,0,0,0,2
1697,16_1_21S,0,0,0,0,0,0,1,0,0,2
1698,16_3_8,0,0,0,0,0,0,1,0,1,4
1699,16_1_26,0,0,1,0,0,0,0,0,1,4
1700,34_4_13,0,0,0,0,0,0,0,0,1,2
1701,25_11_22,0,0,0,0,1,0,0,0,1,4
1702,25_2_12,0,0,0,0,0,0,1,0,1,4
1703,25_1_1,0,0,1,0,0,0,0,0,1,4
1704,31_4_A_02,0,0,0,0,0,0,1,0,0,2
1705,2_4_21,0,0,1,0,0,0,1,0,0,4
1706,6407_7_A_10_H,0,0,0,0,1,0,1,0,0,4
1707,7119_9_1,0,0,0,0,0,0,1,0,0,2
1708,35_11_5,0,0,1,1,0,0,1,0,1,8
1709,9_2_2,0,0,0,0,0,0,0,0,1,2
1710,6407_7_1_S,0,0,0,0,0,1,0,0,0,2
1711,30_3_9,0,0,1,0,0,0,1,0,1,6
1712,34_10_36,0,0,0,0,0,0,1,0,1,4
1713,6608_11_5,0,0,0,0,0,0,1,0,0,2
1714,34_10_24,0,0,0,0,0,0,0,0,1,2
1715,25_7_7,0,0,1,0,0,0,0,0,0,2
1716,7122_2_1,0,0,0,0,0,0,1,0,0,2
1717,30_3_A2,0,0,0,0,0,0,1,0,0,2
1718,33_12_4,0,0,0,0,0,0,1,0,1,4
1719,17_12_1,0,0,1,0,0,0,0,0,1,4
1720,6407_7_A_6_H,0,0,0,0,0,0,1,0,0,2
1721,34_7_28,0,0,0,0,1,0,1,0,1,6
1722,15_12_4,0,0,1,0,1,0,1,0,1,8
1723,30_9_6,0,0,1,0,0,0,1,0,1,6
1724,7220_6_1,0,0,0,0,0,0,1,0,0,2
1725,7120_1_3,0,0,1,0,0,0,1,0,0,4
1726,6507_7_A_38,0,0,0,0,0,0,1,0,0,2
1727,16_4_1,0,0,0,1,1,0,1,0,1,8
1728,29_9_1,0,0,0,0,0,0,0,0,1,2
1729,34_7_18,0,0,1,0,0,0,0,0,1,4
1730,31_10_1,0,0,0,0,0,0,0,0,1,2
1731,16_2_3,0,0,1,0,0,0,1,0,1,6
1732,35_9_4,0,0,0,0,0,0,0,0,1,2
1733,15_6_12,0,0,1,0,0,0,0,0,1,4
1734,35_11_15,0,0,1,1,0,0,0,0,1,6
1735,34_10_18,0,0,0,1,0,0,1,0,1,6
1736,2_7_30,0,0,0,0,1,0,1,0,0,4
1737,16_2_13,0,0,0,0,0,0,1,0,1,4
1738,7_12_5,0,0,1,0,1,0,1,0,1,8
1739,35_10_3,0,0,0,0,0,0,0,0,1,2
1740,33_9_19,0,0,1,0,0,0,0,0,1,4
1741,2_1_17,0,0,1,0,0,0,0,0,0,2
1742,16_1_A_11,0,0,0,0,0,0,1,0,0,2
1743,30_7_5,0,0,0,0,0,0,0,0,1,2
1744,1_9_3_R,0,0,0,0,0,0,1,0,0,2
1745,6406_2_8,0,0,1,0,0,0,1,0,0,4
1746,2_1_10,0,0,0,0,1,0,1,0,0,4
1747,34_10_C_18,0,0,1,0,0,0,0,0,0,2
1748,25_8_10S,0,0,0,0,0,0,1,0,0,2
1749,6306_05_01,0,0,1,0,0,0,0,0,0,2
1750,6507_5_5,0,0,0,0,0,0,1,0,0,2
1751,6407_8_6,0,0,1,0,0,0,1,0,0,4
1752,34_4_11,0,0,1,0,0,0,0,0,1,4
1753,25_4_E_1H,0,0,0,0,0,0,1,0,0,2
1754,31_2_F_6_H,0,0,0,0,0,0,1,0,0,2
1755,30_6_9,0,0,1,0,0,0,0,0,1,4
1756,1_3_8,0,0,0,0,1,0,1,0,0,4
1757,34_10_45,0,0,1,0,0,0,0,0,1,4
1758,6608_10_7,0,0,0,0,0,0,1,0,0,2
1759,15_3_7,0,0,0,0,0,0,1,0,1,4
1760,6608_10_11,0,0,1,0,0,0,0,0,0,2
1761,34_8_B_1,0,0,0,0,0,0,1,0,0,2
1762,30_9_4,0,0,1,0,0,0,0,0,1,4
1763,35_12_3_S,0,0,0,0,0,0,1,0,0,2
1764,9_11_1,0,0,0,0,0,0,0,0,1,2
1765,34_8_4A,0,0,0,0,0,0,1,0,0,2
1766,6507_7_11_S,0,0,0,0,0,0,1,0,0,2
1767,9_2_9,0,0,1,0,0,0,0,0,1,4
1768,7120_1_1_R2,0,0,0,0,0,0,1,0,0,2
1769,16_3_U_1,0,0,0,0,0,0,1,0,0,2
1770,2005_02_06,0,0,1,0,0,0,0,0,0,2
1771,30_9_B02,0,0,0,0,0,0,1,0,0,2
1772,33_12_B_19,0,0,0,0,0,0,1,0,0,2
1773,6406_11_1,0,0,1,0,0,0,0,0,0,2
1774,30_10_2,0,0,1,0,0,0,0,0,1,4
1775,30_9_B24,0,0,0,0,0,0,1,0,0,2
1776,6407_10_4,0,0,0,0,0,0,1,0,0,2
1777,30_3_7S,0,0,0,0,0,0,1,0,0,2
1778,36_7_1,0,0,1,1,1,0,1,0,1,10
1779,9_2_7_S,0,0,0,0,1,0,0,0,0,2
1780,7222_6_1,0,0,1,0,0,0,1,0,0,4
1781,30_6_17A,0,0,0,0,0,0,1,0,0,2
1782,6608_10_17S,0,0,0,0,0,0,1,0,0,2
1783,15_12,0,0,1,0,0,0,0,0,0,2
1784,25_11_5,0,0,0,1,1,0,0,0,1,6
1785,34_11_5,0,0,0,0,0,0,0,0,1,2
1786,25_8_17,0,0,1,0,0,0,0,0,1,4
1787,35_10_4,0,0,1,0,0,0,0,0,0,2
1788,15_9_15,0,0,1,1,1,0,1,0,1,10
1789,33_9_2,0,0,0,0,0,0,0,0,1,2
1790,7122_7_5,0,0,0,0,0,0,1,0,0,2
1791,25_11_G,0,0,0,0,0,0,1,0,0,2
1792,30_9_19,0,0,1,0,1,0,1,0,1,8
1793,3_7_5,0,0,0,0,1,0,1,0,0,4
1794,33_9_M_2H,0,0,0,0,0,0,1,0,0,2
1795,30_6_C11,0,0,0,0,0,0,1,0,0,2
1796,16_5_8,0,0,1,0,0,0,0,0,0,2
1797,34_4_9_S,0,0,0,0,0,0,1,0,0,2
1798,7119_12_1,0,0,0,0,0,0,1,0,0,2
1799,7_1_2,0,0,0,1,0,0,0,0,1,4
1800,30_5_2,0,0,0,0,0,0,1,0,1,4
1801,6407_8_2,0,0,1,0,0,0,1,0,0,4
1802,30_6_1,0,0,1,0,0,0,1,0,1,6
1803,34_10_J_3H,0,0,0,0,0,0,1,0,0,2
1804,25_11_3,0,0,0,0,0,0,0,0,1,2
1805,24_09_05,0,0,0,0,1,0,0,0,0,2
1806,6506_12_L_3,0,0,0,0,0,0,1,0,0,2
1807,7119_12_03,0,0,1,0,0,0,0,0,0,2
1808,34_10_B12,0,0,0,0,0,0,1,0,0,2
1809,9_2_5,0,0,0,0,0,0,1,0,1,4
1810,34_7_I_3_H,0,0,0,0,0,0,1,0,0,2
1811,8_10_5,0,0,0,0,0,0,1,0,1,4
1812,30_9_19_A,0,0,0,0,0,0,1,0,0,2
1813,31_5_1,0,0,0,0,0,0,0,0,1,2
1814,34_7_35,0,0,0,0,0,0,0,0,1,2
1815,11_10_1,0,0,0,0,0,0,0,0,1,2
1816,15_3_1_S,0,0,0,0,1,0,1,0,0,4
1817,34_4_7,0,0,0,0,0,0,1,0,1,4
1818,16_2_2,0,0,0,0,0,0,0,0,1,2
1819,6608_10_9,0,0,1,0,0,0,1,0,0,4
1820,15_9_A_19,0,0,0,0,0,0,1,0,0,2
1821,8_11_1,0,0,0,0,0,0,0,0,1,2
1822,35_11_3_S,0,0,0,0,0,0,1,0,0,2
1823,7228_9_1,0,0,0,0,0,0,1,0,0,2
1824,25_11_G_27,0,0,0,0,0,0,1,0,0,2
1825,30_7_8,0,0,0,0,0,0,0,0,1,2
1826,15_12_10,0,0,0,0,0,0,0,0,1,2
1827,25_11_25,0,0,1,0,0,0,1,0,1,6
1828,6706_12_01,0,0,1,0,0,0,0,0,0,2
1829,30_7_6,0,0,1,0,0,0,0,0,0,2
1830,34_10_46,0,0,1,0,0,0,0,0,1,4
1831,15_6_9,0,0,0,0,0,0,1,0,1,4
1832,6507_10_2,0,0,1,0,0,0,1,0,0,4
1833,6507_11_8,0,0,0,0,0,0,1,0,0,2
1834,30_9_2,0,0,0,0,0,0,1,0,1,4
1835,35_9_7,0,0,1,1,0,0,1,0,1,8
1836,15_9_B_14,0,0,0,0,0,0,1,0,0,2
1837,7121_4_E_4,0,0,0,0,0,0,1,0,0,2
1838,34_7_24,0,0,0,0,0,0,0,0,1,2
1839,9_12_1,0,0,0,0,0,0,0,0,1,2
1840,34_10_C_38,0,0,0,0,0,0,1,0,0,2
1841,35_3_2,0,0,1,1,0,0,1,0,1,8
1842,6407_9_6_6407_9_5,0,0,0,0,0,0,1,0,0,2
1843,15_12_2,0,0,0,0,1,0,0,0,1,4
1844,2_4_22,0,0,1,0,0,0,0,0,0,2
1845,6507_7_14,0,0,1,0,0,0,1,0,0,4
1846,15_9_A26,0,0,0,0,0,0,1,0,0,2
1847,6305_4_1,0,0,0,0,0,0,1,0,0,2
1848,15_6_10,0,0,1,0,0,0,0,0,1,4
1849,35_11_16,0,0,0,0,0,0,1,0,1,4
1850,25_2_2,0,0,0,0,0,0,0,0,1,2
1851,33_9_7,0,0,1,0,1,0,1,0,1,8
1852,34_8_10,0,0,0,0,0,0,0,0,1,2
1853,6507_3_1,0,0,1,0,1,0,1,0,0,6
1854,16_1_6,0,0,1,1,0,0,0,0,1,6
1855,6407_10_2,0,0,0,0,0,0,1,0,0,2
1856,33_6_4,0,0,0,0,0,0,0,0,1,2
1857,2_1_9,0,0,1,0,0,0,1,0,0,4
1858,34_10_27,0,0,0,0,0,0,0,0,1,2
1859,6507_3_5,0,0,1,0,0,0,1,0,0,4
1860,7_8_3,0,0,1,0,1,0,1,0,1,8
1861,35_1_2,0,0,0,0,0,0,1,0,1,4
1862,16_2_10,0,0,0,0,0,0,1,0,1,4
1863,30_3_A_13,0,0,0,0,0,0,1,0,0,2
1864,16_5_5,0,0,0,0,0,0,1,0,1,4
1865,34_8_6,0,0,0,1,0,0,0,0,1,4
1866,6507_3_9,0,0,1,0,0,0,1,0,0,4
1867,6705_10_1,0,0,1,0,0,0,1,0,0,4
1868,16_1_2,0,0,0,1,1,0,0,0,1,6
1869,6407_10_1,1,1,0,0,1,0,1,0,0,8
1870,31_2_4,0,0,0,0,0,0,1,0,1,4
1871,25_8_10ST2,0,0,0,0,0,0,1,0,0,2
