fldName,fldOwnerName,fldOwnerKind,fldOwnerFrom,fldOwnerTo,fldLicenseeFrom,fldLicenseeTo,cmpLongName,fldCompanyShare,fldSdfiShare,fldNpdidField,cmpNpdidCompany,fldLicenseeDateUpdated,DatesyncNPD
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.04.1988,22.11.1990,Cofranord A/S,0.304000,,43437,199,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Phillips Petroleum Company Norway,36.960000,,43437,694,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Fina Production Licenses AS,30.000000,,43437,386,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Norsk Agip AS,13.040000,,43437,45,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Elf Aquitaine Norge A/S,8.094000,,43437,331,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Norsk Hydro Produksjon AS,6.700000,,43437,430,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Total Norge AS,4.047000,,43437,848,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Eurafrep Norge A/S,0.456000,,43437,364,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Coparex Norge A/S,0.399000,,43437,243,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,01.07.1977,01.04.1988,Cofranord A/S,0.304000,,43437,199,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Phillips Petroleum Company Norway,36.960000,,43437,694,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Fina Production Licenses AS,30.000000,,43437,386,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Norsk Agip AS,13.040000,,43437,45,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Norsk Hydro Produksjon AS,6.700000,,43437,430,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Elf Norge A/S,5.396000,,43437,287,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Total Norge AS,4.047000,,43437,848,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Aquitaine Norge A/S,2.698000,,43437,111,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Eurafrep Norge A/S,0.456000,,43437,364,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Coparex Norge A/S,0.399000,,43437,243,03.10.2019,24.01.2020
ALBUSKJELL,018,PRODUCTION LICENSE,25.04.1975,,25.04.1975,01.07.1977,Cofranord A/S,0.304000,,43437,199,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,19.12.2019,,Equinor Energy AS,53.000000,,4444332,32011216,03.01.2020,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,19.12.2019,,DNO Norge AS,32.000000,,4444332,29468270,03.01.2020,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,19.12.2019,,INEOS E&P Norge AS,15.000000,,4444332,29805656,03.01.2020,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,21.05.2019,19.12.2019,Equinor Energy AS,53.000000,,4444332,32011216,03.01.2020,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,21.05.2019,19.12.2019,DNO North Sea (Norge) AS,32.000000,,4444332,34779971,03.01.2020,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,21.05.2019,19.12.2019,INEOS E&P Norge AS,15.000000,,4444332,29805656,03.01.2020,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,30.04.2019,21.05.2019,Equinor Energy AS,53.000000,,4444332,32011216,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,30.04.2019,21.05.2019,Faroe Petroleum Norge AS,32.000000,,4444332,4062883,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,30.04.2019,21.05.2019,INEOS E&P Norge AS,15.000000,,4444332,29805656,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,16.05.2018,30.04.2019,Equinor Energy AS,85.000000,,4444332,32011216,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,16.05.2018,30.04.2019,INEOS E&P Norge AS,15.000000,,4444332,29805656,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,10.10.2017,16.05.2018,Statoil Petroleum AS,85.000000,,4444332,17237817,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,10.10.2017,16.05.2018,INEOS E&P Norge AS,15.000000,,4444332,29805656,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,02.11.2009,10.10.2017,Statoil Petroleum AS,85.000000,,4444332,17237817,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,02.11.2009,10.10.2017,DONG E&P Norge AS,15.000000,,4444332,4070011,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,01.01.2009,02.11.2009,StatoilHydro Petroleum AS,85.000000,,4444332,4511658,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,01.01.2009,02.11.2009,DONG E&P Norge AS,15.000000,,4444332,4070011,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,01.01.2008,01.01.2009,StatoilHydro ASA,85.000000,,4444332,4511854,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,01.01.2008,01.01.2009,DONG E&P Norge AS,15.000000,,4444332,4070011,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,01.10.2007,01.01.2008,StatoilHydro ASA,75.000000,,4444332,4511854,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,01.10.2007,01.01.2008,DONG E&P Norge AS,15.000000,,4444332,4070011,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,01.10.2007,01.01.2008,StatoilHydro Petroleum AS,10.000000,,4444332,4511658,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,16.03.2007,01.10.2007,Statoil ASA (old),75.000000,,4444332,1622484,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,16.03.2007,01.10.2007,DONG E&P Norge AS,15.000000,,4444332,4070011,03.10.2019,24.01.2020
ALVE,159 B,PRODUCTION LICENSE,16.03.2007,,16.03.2007,01.10.2007,Norsk Hydro Petroleum AS,10.000000,,4444332,4524355,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,30.09.2016,,Aker BP ASA,65.000000,,2845712,28544099,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,30.09.2016,,ConocoPhillips Skandinavia AS,20.000000,,2845712,2410696,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,30.09.2016,,Lundin Norway AS,15.000000,,2845712,2767314,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,31.10.2014,30.09.2016,Det norske oljeselskap ASA,65.000000,,2845712,17342870,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,31.10.2014,30.09.2016,ConocoPhillips Skandinavia AS,20.000000,,2845712,2410696,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,31.10.2014,30.09.2016,Lundin Norway AS,15.000000,,2845712,2767314,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,16.10.2014,31.10.2014,Det norske oljeselskap AS(old),65.000000,,2845712,17342915,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,16.10.2014,31.10.2014,ConocoPhillips Skandinavia AS,20.000000,,2845712,2410696,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,16.10.2014,31.10.2014,Lundin Norway AS,15.000000,,2845712,2767314,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,04.07.2011,16.10.2014,Marathon Oil Norge AS,65.000000,,2845712,20485291,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,04.07.2011,16.10.2014,ConocoPhillips Skandinavia AS,20.000000,,2845712,2410696,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,04.07.2011,16.10.2014,Lundin Norway AS,15.000000,,2845712,2767314,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,01.01.2007,04.07.2011,Marathon Petroleum Norge AS,65.000000,,2845712,463,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,01.01.2007,04.07.2011,ConocoPhillips Skandinavia AS,20.000000,,2845712,2410696,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,01.01.2007,04.07.2011,Lundin Norway AS,15.000000,,2845712,2767314,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,06.10.2004,01.01.2007,Marathon Petroleum Norge AS,65.000000,,2845712,463,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,06.10.2004,01.01.2007,Norske ConocoPhillips AS,20.000000,,2845712,2399056,03.10.2019,24.01.2020
ALVHEIM,203,PRODUCTION LICENSE,06.10.2004,,06.10.2004,01.01.2007,Lundin Norway AS,15.000000,,2845712,2767314,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,30.09.2016,,Total E&P Norge AS,40.000000,,21106284,2410708,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,30.09.2016,,Petoro AS,30.000000,,21106284,1626839,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,30.09.2016,,LOTOS Exploration and Production Norge AS,20.000000,,21106284,5064434,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,30.09.2016,,Aker BP ASA,10.000000,,21106284,28544099,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,30.12.2013,30.09.2016,Total E&P Norge AS,40.000000,,21106284,2410708,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,30.12.2013,30.09.2016,Petoro AS,30.000000,,21106284,1626839,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,30.12.2013,30.09.2016,LOTOS Exploration and Production Norge AS,20.000000,,21106284,5064434,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,30.12.2013,30.09.2016,Det norske oljeselskap ASA,10.000000,,21106284,17342870,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,04.11.2011,30.12.2013,Total E&P Norge AS,40.000000,,21106284,2410708,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,04.11.2011,30.12.2013,Petoro AS,30.000000,,21106284,1626839,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,04.11.2011,30.12.2013,Centrica Resources (Norge) AS,20.000000,,21106284,4238233,03.10.2019,24.01.2020
ATLA,102 C,PRODUCTION LICENSE,04.11.2011,,04.11.2011,30.12.2013,Det norske oljeselskap ASA,10.000000,,21106284,17342870,03.10.2019,24.01.2020
BALDER,001,PRODUCTION LICENSE,02.02.1996,,01.08.2019,,Vår Energi AS,90.000000,,43562,33360957,03.10.2019,24.01.2020
BALDER,001,PRODUCTION LICENSE,02.02.1996,,01.08.2019,,Mime Petroleum AS,10.000000,,43562,29491564,03.10.2019,24.01.2020
BALDER,001,PRODUCTION LICENSE,02.02.1996,,10.12.2018,01.08.2019,Vår Energi AS,100.000000,,43562,33360957,03.10.2019,24.01.2020
BALDER,001,PRODUCTION LICENSE,02.02.1996,,01.11.2017,10.12.2018,Point Resources AS,100.000000,,43562,28183464,03.10.2019,24.01.2020
BALDER,001,PRODUCTION LICENSE,02.02.1996,,01.10.2004,01.11.2017,ExxonMobil Exploration and Production Norway AS,100.000000,,43562,2835212,03.10.2019,24.01.2020
BALDER,001,PRODUCTION LICENSE,02.02.1996,,02.02.1996,01.10.2004,Esso Exploration and Production Norway A/S,100.000000,,43562,353,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,13.11.2019,,Equinor Energy AS,42.500000,,29446221,32011216,18.11.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,13.11.2019,,Wintershall Dea Norge AS,27.500000,,29446221,35318843,18.11.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,13.11.2019,,Vår Energi AS,17.500000,,29446221,33360957,18.11.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,13.11.2019,,Neptune Energy Norge AS,12.500000,,29446221,31123361,18.11.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,30.04.2019,13.11.2019,Equinor Energy AS,42.500000,,29446221,32011216,18.11.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,30.04.2019,13.11.2019,DEA Norge AS,27.500000,,29446221,26309819,18.11.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,30.04.2019,13.11.2019,Vår Energi AS,17.500000,,29446221,33360957,18.11.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,30.04.2019,13.11.2019,Neptune Energy Norge AS,12.500000,,29446221,31123361,18.11.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,10.12.2018,30.04.2019,Equinor Energy AS,35.000000,,29446221,32011216,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,10.12.2018,30.04.2019,DEA Norge AS,27.500000,,29446221,26309819,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,10.12.2018,30.04.2019,Vår Energi AS,17.500000,,29446221,33360957,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,10.12.2018,30.04.2019,Neptune Energy Norge AS,12.500000,,29446221,31123361,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,10.12.2018,30.04.2019,Faroe Petroleum Norge AS,7.500000,,29446221,4062883,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,03.12.2018,10.12.2018,Equinor Energy AS,35.000000,,29446221,32011216,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,03.12.2018,10.12.2018,DEA Norge AS,27.500000,,29446221,26309819,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,03.12.2018,10.12.2018,Point Resources AS,17.500000,,29446221,28183464,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,03.12.2018,10.12.2018,Neptune Energy Norge AS,12.500000,,29446221,31123361,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,03.12.2018,10.12.2018,Faroe Petroleum Norge AS,7.500000,,29446221,4062883,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,12.10.2018,03.12.2018,Equinor Energy AS,35.000000,,29446221,32011216,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,12.10.2018,03.12.2018,DEA Norge AS,27.500000,,29446221,26309819,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,12.10.2018,03.12.2018,Point Resources AS,17.500000,,29446221,28183464,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,12.10.2018,03.12.2018,Neptune Energy Norge AS,10.000000,,29446221,31123361,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,12.10.2018,03.12.2018,Faroe Petroleum Norge AS,7.500000,,29446221,4062883,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,12.10.2018,03.12.2018,Neptune E&P Norge AS,2.500000,,29446221,33279417,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,16.05.2018,12.10.2018,Equinor Energy AS,35.000000,,29446221,32011216,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,16.05.2018,12.10.2018,DEA Norge AS,27.500000,,29446221,26309819,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,16.05.2018,12.10.2018,Point Resources AS,17.500000,,29446221,28183464,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,16.05.2018,12.10.2018,Neptune Energy Norge AS,10.000000,,29446221,31123361,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,16.05.2018,12.10.2018,Faroe Petroleum Norge AS,7.500000,,29446221,4062883,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,16.05.2018,12.10.2018,VNG Norge AS,2.500000,,29446221,17237193,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,22.02.2018,16.05.2018,Statoil Petroleum AS,35.000000,,29446221,17237817,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,22.02.2018,16.05.2018,DEA Norge AS,27.500000,,29446221,26309819,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,22.02.2018,16.05.2018,Point Resources AS,17.500000,,29446221,28183464,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,22.02.2018,16.05.2018,Neptune Energy Norge AS,10.000000,,29446221,31123361,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,22.02.2018,16.05.2018,Faroe Petroleum Norge AS,7.500000,,29446221,4062883,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,22.02.2018,16.05.2018,VNG Norge AS,2.500000,,29446221,17237193,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,20.06.2017,22.02.2018,Statoil Petroleum AS,35.000000,,29446221,17237817,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,20.06.2017,22.02.2018,DEA Norge AS,27.500000,,29446221,26309819,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,20.06.2017,22.02.2018,Point Resources AS,17.500000,,29446221,28183464,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,20.06.2017,22.02.2018,ENGIE E&P Norge AS,10.000000,,29446221,27432696,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,20.06.2017,22.02.2018,Faroe Petroleum Norge AS,7.500000,,29446221,4062883,03.10.2019,24.01.2020
BAUGE,348,PRODUCTION LICENSE,20.06.2017,,20.06.2017,22.02.2018,VNG Norge AS,2.500000,,29446221,17237193,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,15.05.2019,,DNO North Sea (UK) Limited,43.493210,,3437650,34780063,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,15.05.2019,,Repsol Sinopec Resources UK Limited,25.001200,,3437650,28222413,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,15.05.2019,,Repsol Norge AS,18.000000,,3437650,27052812,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,15.05.2019,,Dana Petroleum (BVUK) Limited,12.500600,,3437650,20415896,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,15.05.2019,,DNO North Sea (ROGB) Limited,1.004990,,3437650,34780052,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2017,15.05.2019,Faroe Petroleum (UK) Limited,43.493210,,3437650,21614063,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2017,15.05.2019,Repsol Sinopec Resources UK Limited,25.001200,,3437650,28222413,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2017,15.05.2019,Repsol Norge AS,18.000000,,3437650,27052812,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2017,15.05.2019,Dana Petroleum (BVUK) Limited,12.500600,,3437650,20415896,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,31.10.2017,15.05.2019,Faroe Petroleum (ROGB) Limited,1.004990,,3437650,27122716,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.01.2017,31.10.2017,Faroe Petroleum (UK) Limited,29.499710,,3437650,21614063,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.01.2017,31.10.2017,Repsol Sinopec Resources UK Limited,25.001200,,3437650,28222413,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.01.2017,31.10.2017,Repsol Norge AS,18.000000,,3437650,27052812,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.01.2017,31.10.2017,JX Nippon Exploration and Production (UK) Limited,13.993500,,3437650,20415923,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.01.2017,31.10.2017,Dana Petroleum (BVUK) Limited,12.500600,,3437650,20415896,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,01.01.2017,31.10.2017,Faroe Petroleum (ROGB) Limited,1.004990,,3437650,27122716,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,04.07.2016,01.01.2017,Repsol Sinopec Resources UK Limited,25.001200,,3437650,28222413,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,04.07.2016,01.01.2017,Faroe Petroleum (UK) Limited,18.004100,,3437650,21614063,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,04.07.2016,01.01.2017,Repsol Norge AS,18.000000,,3437650,27052812,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,04.07.2016,01.01.2017,JX Nippon Exploration and Production (UK) Limited,13.993500,,3437650,20415923,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,04.07.2016,01.01.2017,Dana Petroleum (BVUK) Limited,12.500600,,3437650,20415896,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,04.07.2016,01.01.2017,Faroe Petroleum (ROGB) Limited,12.500600,,3437650,27122716,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.11.2015,04.07.2016,Talisman Sinopec Energy UK Limited,25.001200,,3437650,26336523,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.11.2015,04.07.2016,Faroe Petroleum (UK) Limited,18.004100,,3437650,21614063,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.11.2015,04.07.2016,Repsol Norge AS,18.000000,,3437650,27052812,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.11.2015,04.07.2016,JX Nippon Exploration and Production (UK) Limited,13.993500,,3437650,20415923,03.10.2019,24.01.2020
BLANE,BLANE UNIT,BUSINESS ARRANGEMENT AREA,01.07.2005,,11.11.2015,04.07.2016,Dana Petroleum (BVUK) Limited,12.500600,,3437650,20415896,03.10.2019,24.01.2020

